,"{verb=""CONNECT""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-21 08:37:25,0.19996875,0.0495,,,0.0495,0.049499999999999995
2023-12-21 08:38:25,0.04950000000000001,0.0495,,0.04950000000000001,0.0495,0.049499999999999995
2023-12-21 08:39:25,0.5880000000000001,0.2684705882352947,0.06274999999999964,0.3802857142857137,0.3776626506024094,0.13333333333333333
2023-12-21 08:40:25,0.3799999999999999,0.19946000000000064,0.19499999999999998,0.32501960784313755,0.33426086956521794,0.15391920214615087
2023-12-21 08:41:25,0.1985,0.07891666666666684,0.04950000000000001,0.09571808510638322,0.09938175675675676,0.04983295964125561
2023-12-21 08:42:25,0.1985,0.16179310344827627,0.04950000000000001,0.18372916666666694,0.3353333333333311,0.14162500000000006
2023-12-21 08:43:25,0.5676470588235296,0.0798529411764702,0.7599999999999998,0.07766666666666666,0.14497435897435926,0.049853571428571435
2023-12-21 08:44:25,0.09624999999999997,0.04976052631578948,0.04950000000000001,0.0499794962867291,0.0898249999999999,0.04950000000000001
2023-12-21 08:45:25,0.197,0.0686730769230775,0.0495,0.0846148648648653,0.0970818181818182,0.049747499999999986
2023-12-21 08:46:25,2.698599999999999,0.35606896551724254,5.799999999999999,0.6999512195121956,0.500428571428572,0.32242857142857
2023-12-21 08:47:25,0.04950000000000001,0.0495,0.3940000000000001,0.04966143497757848,0.08997619047619047,0.04950000000000001
2023-12-21 08:48:25,0.382,0.4922000000000009,0.04950000000000001,0.5226222222222219,0.7945454545454538,0.5482499999999986
2023-12-21 08:49:25,1.9168269230769237,0.2822222222222237,0.04950000000000001,0.4774042553191473,0.3596734693877546,0.33430769230769214
2023-12-21 08:50:25,0.0495,0.04956378865979383,0.04950000000000001,0.049929687500000014,0.0757500000000001,0.0495
2023-12-21 08:51:25,0.09916666666666667,0.04950000000000001,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:52:25,0.3977045454545455,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.049499999999999995
2023-12-21 08:53:25,0.099125,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:54:25,0.39426027397260305,0.049499999999999995,0.049499999999999995,0.04950000000000001,0.0495,0.0495
2023-12-21 08:55:25,0.19961041009463723,0.0495,0.04950000000000001,0.049499999999999995,0.0495,0.049499999999999995
2023-12-21 08:56:25,0.2985000000000002,0.0495,,0.04950000000000001,0.049499999999999995,0.049499999999999995
2023-12-21 08:57:25,0.30249999999999977,0.04950000000000001,,0.04950000000000001,0.0495,0.04960531914893618
2023-12-21 08:58:25,0.0495,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:59:25,0.1975,0.04950000000000001,0.596,0.0495,0.0495,0.0495
2023-12-21 09:00:25,0.1978,0.0495,1.9200000000000006,0.1299999999999998,0.049499999999999995,0.04961173814898421
2023-12-21 09:01:25,0.5628888888888887,0.0495,1.3925000000000003,0.0495,0.049499999999999995,0.04961123595505618
2023-12-21 09:02:25,0.39613698630136984,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 09:03:25,0.19885454545454545,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 09:04:25,0.09800000000000002,0.0495,0.04950000000000001,0.0877499999999999,0.049499999999999995,0.0495
2023-12-21 09:05:25,0.19699999999999998,0.04950000000000001,0.04950000000000001,0.0495,0.0495,0.049499999999999995
