,"{operation=""create""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-21 08:37:25,,0.023929927007299262,0.0049499999999999995,0.03724999999999986,0.024356923076923085
2023-12-21 08:38:25,,0.02358823529411764,0.023999999999999997,0.022549999999999983,0.024337704918032787
2023-12-21 08:39:25,0.1769999999999997,0.19703636363636362,0.02380000000000001,0.09450000000000001,0.18772413793103454
2023-12-21 08:40:25,0.14435714285714277,0.18017088607594905,0.18999999999999995,0.28399999999999903,0.1608718567130761
2023-12-21 08:41:25,0.04728977272727286,0.05836046511627906,0.024640000000000002,0.03975000000000006,0.043455223880597166
2023-12-21 08:42:25,0.0962333333333333,0.16365217391304382,0.04825,0.08800000000000004,0.09050515463917518
2023-12-21 08:43:25,0.04277343749999997,0.04732065217391319,0.35000000000000026,0.04668749999999996,0.04184926470588236
2023-12-21 08:44:25,0.024781526104417678,0.02733333333333306,0.0236,0.04633333333333334,0.024908411214953272
2023-12-21 08:45:25,0.030149999999999785,0.047008278145695435,0.024600000000000004,0.04749999999999999,0.04424747474747487
2023-12-21 08:46:25,0.3395789473684205,0.3951408450704216,0.35000000000000026,0.3720000000000001,0.3092631578947381
2023-12-21 08:47:25,0.023925133689839593,0.02438521739130435,0.00495,0.08800000000000004,0.024587680209698568
2023-12-21 08:48:25,0.3407761194029848,0.36786666666666673,0.0965,0.5,0.31122580645161435
2023-12-21 08:49:25,0.23250000000000212,0.3094728682170541,0.193,0.3790000000000001,0.2090952380952317
2023-12-21 08:50:25,0.02432432432432433,0.024868141592920383,0.0232,0.07649999999999985,0.024385964912280705
2023-12-21 08:51:25,,0.0234,0.0049499999999999995,0.07349999999999966,0.024255102040816323
2023-12-21 08:52:25,,0.02446896551724139,0.00495,0.07850000000000007,0.024600000000000004
2023-12-21 08:53:25,,0.021122727272727293,0.023999999999999997,0.022750000000000006,0.024409302325581382
2023-12-21 08:54:25,0.00495,0.023519736842105305,0.0049499999999999995,0.08850000000000009,0.02462072538860103
2023-12-21 08:55:25,,0.022736206896551703,0.00495,0.0877499999999999,0.024466257668711654
2023-12-21 08:56:25,,0.02303265306122449,0.0049499999999999995,0.023566666666666673,0.02421443298969072
2023-12-21 08:57:25,,0.02476857142857142,0.0049499999999999995,0.08649999999999994,0.024609859154929588
2023-12-21 08:58:25,,0.023644444444444447,0.0049499999999999995,0.07549999999999979,0.024201666666666673
2023-12-21 08:59:25,0.00495,0.023952941176470583,0.0965,0.07849999999999996,0.024445033112582778
2023-12-21 09:00:25,,0.021149999999999988,0.358,0.022600000000000002,0.02450833333333334
2023-12-21 09:01:25,0.02060000000000003,0.02398727272727272,0.5040000000000002,0.0857500000000001,0.024586991869918685
2023-12-21 09:02:25,,0.023971653543307086,0.0049499999999999995,0.09049999999999998,0.02447058823529411
2023-12-21 09:03:25,,0.02443749999999999,0.023999999999999997,0.08649999999999994,0.024489041095890417
2023-12-21 09:04:25,,0.02306,0.02380000000000001,0.023199999999999995,0.02435151515151515
2023-12-21 09:05:25,,0.022909090909090907,0.00495,0.09416666666666669,0.024478260869565217
