,"{resource=""apiServerIPInfo""}","{resource=""clusterrolebindings.rbac.authorization.k8s.io""}","{resource=""clusterroles.rbac.authorization.k8s.io""}","{resource=""configmaps""}","{resource=""daemonsets.apps""}","{resource=""deployments.apps""}","{resource=""endpoints""}","{resource=""events""}","{resource=""mutatingwebhookconfigurations.admissionregistration.k8s.io""}","{resource=""namespaces""}","{resource=""nodes""}","{resource=""poddisruptionbudgets.policy""}","{resource=""pods""}","{resource=""replicasets.apps""}","{resource=""secrets""}","{resource=""serviceaccounts""}","{resource=""services""}","{resource=""storageclasses.storage.k8s.io""}","{resource=""validatingwebhookconfigurations.admissionregistration.k8s.io""}"
2023-12-21 08:37:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:38:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:39:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:40:25,0.1111111111111111,,,,,,,,0.06666666666666667,,,,,,,,,,0.06666666666666667
2023-12-21 08:41:25,0.1111111111111111,,1.8666666666666667,,,,,,,,,,,,,,,,
2023-12-21 08:42:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:43:25,0.1111111111111111,1.5777777777777777,1.8666666666666667,0.24444444444444444,0.2,0.13333333333333333,0.04444444444444444,,,0.2,,0.06666666666666667,56.35555555555555,0.2,0.17777777777777776,,0.04444444444444444,,
2023-12-21 08:44:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:45:25,0.1111111111111111,1.5777777777777777,1.8666666666666667,,,,,,0.06666666666666667,,,,,,,,,,0.06666666666666667
2023-12-21 08:46:25,0.1111111111111111,,,,,,,11.71111111111111,,,33.6,,156.35555555555553,,,1.2,,,
2023-12-21 08:47:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:48:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:49:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:50:25,0.1111111111111111,,1.8666666666666667,,,,,,0.06666666666666667,,,,,,,,,,0.06666666666666667
2023-12-21 08:51:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:52:25,0.1111111111111111,3.1555555555555554,,,,,,,,,,,,,,,,,
2023-12-21 08:53:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:54:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:55:25,0.1111111111111111,,,,,,,,0.06666666666666667,,,,,,,,,,0.06666666666666667
2023-12-21 08:56:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:57:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:58:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 08:59:25,0.1111111111111111,,1.8666666666666667,,,,,,,,11.2,,,,,,,,
2023-12-21 09:00:25,0.1111111111111111,,,,,,,11.844444444444443,0.06666666666666667,,33.6,,123.02222222222221,,,1.2,,,0.06666666666666667
2023-12-21 09:01:25,0.1111111111111111,,,0.24444444444444444,0.4,21.121494444444444,0.04444444444444444,,,0.4,11.2,0.13333333333333333,179.5111111111111,0.2,0.17777777777777776,,22.377777777777776,0.6,
2023-12-21 09:02:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 09:03:25,0.1111111111111111,,,,,,,,,,,,,,,,,,
2023-12-21 09:04:25,0.1111111111111111,,,,,,,,,,,,,,0.17777777777777776,,,,
2023-12-21 09:05:25,0.08888888888888888,,,,,,,,0.06666666666666667,,,,,,,,,,0.06666666666666667
