,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 08:37:25,1.0133333333333414
2023-12-21 08:38:25,0.6188888888888565
2023-12-21 08:39:25,1.730222222222235
2023-12-21 08:40:25,3.421777777777808
2023-12-21 08:41:25,2.9557777777777825
2023-12-21 08:42:25,3.2362222222222043
2023-12-21 08:43:25,3.099333333333319
2023-12-21 08:44:25,2.5748888888889065
2023-12-21 08:45:25,2.933777777777747
2023-12-21 08:46:25,3.4522222222222303
2023-12-21 08:47:25,2.2764444444444556
2023-12-21 08:48:25,2.8628888888888873
2023-12-21 08:49:25,3.7837777777777872
2023-12-21 08:50:25,1.2093333333333347
2023-12-21 08:51:25,0.5037777777777793
2023-12-21 08:52:25,0.4846666666666553
2023-12-21 08:53:25,0.5566666666666504
2023-12-21 08:54:25,1.190666666666665
2023-12-21 08:55:25,0.8199999999999918
2023-12-21 08:56:25,0.3942222222222578
2023-12-21 08:57:25,0.6646666666666634
2023-12-21 08:58:25,0.3320000000000113
2023-12-21 08:59:25,0.5457777777778069
2023-12-21 09:00:25,0.7313333333333301
2023-12-21 09:01:25,0.8064444444444234
2023-12-21 09:02:25,0.8715555555555814
2023-12-21 09:03:25,0.49422222222221734
2023-12-21 09:04:25,0.41199999999997894
2023-12-21 09:05:25,0.5562222222222367
