,"{code=""403""}","{code=""404""}","{code=""409""}"
2023-12-21 08:37:25,,0.4888888888888889,
2023-12-21 08:38:25,,0.5777777777777777,
2023-12-21 08:39:25,0.4222222222222222,2.0444444444444443,
2023-12-21 08:40:25,,2.911111111111111,0.1626488888888889
2023-12-21 08:41:25,,2.622222222222222,0.1111111111111111
2023-12-21 08:42:25,,3.5777777777777775,
2023-12-21 08:43:25,,2.422222222222222,
2023-12-21 08:44:25,,1.7333333333333334,
2023-12-21 08:45:25,,2.8666666666666667,0.4
2023-12-21 08:46:25,0.28888888888888886,2.8666666666666667,
2023-12-21 08:47:25,,1.6444444444444444,
2023-12-21 08:48:25,0.9555555555555555,2.6666666666666665,
2023-12-21 08:49:25,,2.6444444444444444,
2023-12-21 08:50:25,,0.04444444444444444,0.4
2023-12-21 08:57:25,,0.5555555555555555,
2023-12-21 08:58:25,,0.6666666666666666,
2023-12-21 08:59:25,,0.04444444444444444,
2023-12-21 09:00:25,,0.02222222222222222,
2023-12-21 09:01:25,,,0.4
