,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 08:37:25,7.079284736
2023-12-21 08:38:25,7.079284736
2023-12-21 08:39:25,6.3156224
2023-12-21 08:40:25,5.097783296
2023-12-21 08:41:25,5.331853312
2023-12-21 08:42:25,5.794934784
2023-12-21 08:43:25,5.631578112
2023-12-21 08:44:25,5.957378048
2023-12-21 08:45:25,5.990629376
2023-12-21 08:46:25,6.891556864
2023-12-21 08:47:25,6.45414912
2023-12-21 08:48:25,6.968365056
2023-12-21 08:49:25,7.125430272
2023-12-21 08:50:25,7.128403968
2023-12-21 08:51:25,6.31996416
2023-12-21 08:52:25,6.320500736
2023-12-21 08:53:25,6.320500736
2023-12-21 08:54:25,6.466461696
2023-12-21 08:55:25,6.575988736
2023-12-21 08:56:25,6.575988736
2023-12-21 08:57:25,6.580891648
2023-12-21 08:58:25,6.580891648
2023-12-21 08:59:25,6.226911232
2023-12-21 09:00:25,6.694264832
2023-12-21 09:01:25,6.918680576
2023-12-21 09:02:25,6.918680576
2023-12-21 09:03:25,6.272618496
2023-12-21 09:04:25,6.3363072
2023-12-21 09:05:25,6.298841088
