,"{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}","{verb=""WATCH""}"
2023-12-21 08:37:25,13.577777777777778,0.0,11.177777777777775,0.0,0.0,2.4666666666666663,9.177777777777777,3.866666666666666
2023-12-21 08:38:25,0.26666666666666666,0.0,11.333333333333332,0.0,0.02222222222222222,2.1555555555555554,8.844444444444443,3.8222222222222215
2023-12-21 08:39:25,0.26666666666666666,0.0,24.82222222222222,3.311111111111111,13.466666666666665,31.64444444444444,8.888888888888888,3.266666666666666
2023-12-21 08:40:25,0.22222222222222224,0.0,51.71111111111114,0.11111111111111109,85.04444444444445,69.15555555555555,33.46247444444444,4.688888888888888
2023-12-21 08:41:25,0.2,0.0,29.133333333333333,0.08888888888888888,71.2,50.71111111111111,9.977777777777774,3.688888888888888
2023-12-21 08:42:25,0.06666666666666667,0.0,31.33333333333333,0.04444444444444444,68.06666666666666,59.42222222222222,10.377777777777776,3.1999999999999997
2023-12-21 08:43:25,6.088888888888889,0.0,30.777777777777768,0.4444444444444443,64.86666666666667,47.599999999999994,9.4,3.5777777777777775
2023-12-21 08:44:25,0.3333333333333333,0.0,25.44444444444444,0.04444444444444444,69.44444444444443,40.6,9.133333333333333,3.666666666666666
2023-12-21 08:45:25,0.19999999999999998,0.0,42.8888888888889,0.15555555555555556,75.06666666666666,61.444444444444436,8.933333333333332,4.377777777777777
2023-12-21 08:46:25,33.48888888888889,0.0,46.044444444444466,0.4444444444444444,63.24444444444445,62.04444444444444,23.177777777777777,4.533333333333333
2023-12-21 08:47:25,0.08888888888888888,0.0,25.88888888888889,0.06666666666666665,54.68888888888888,39.644444444444446,9.044444444444444,4.266666666666667
2023-12-21 08:48:25,0.2,0.0,30.644444444444446,0.04444444444444444,65.33333333333333,56.888888888888886,11.266666666666666,4.066666666666666
2023-12-21 08:49:25,34.24444444444444,0.0,30.177777777777774,0.04444444444444444,79.48888888888888,57.288888888888884,9.488888888888887,3.755555555555556
2023-12-21 08:50:25,0.15555555555555553,0.0,17.22222222222222,0.08888888888888888,38.71111111111111,6.4222222222222225,10.177777777777777,3.8666666666666663
2023-12-21 08:51:25,0.2222222222222222,0.0,12.111111111111109,0.0,0.02222222222222222,3.7777777777777777,10.2,4.0
2023-12-21 08:52:25,2.2444444444444445,0.0,12.088888888888889,0.04444444444444444,0.02222222222222222,2.977777777777777,10.4,4.066666666666666
2023-12-21 08:53:25,0.15555555555555553,0.0,29.15555555555555,0.0,0.08888888888888888,2.488888888888889,10.488888888888887,3.9333333333333327
2023-12-21 08:54:25,33.77777777777778,0.0,34.977777777777796,0.1111111111111111,2.444444444444444,2.888888888888889,10.488888888888887,4.288888888888889
2023-12-21 08:55:25,14.355555555555554,0.0,32.333333333333336,0.04444444444444444,1.3777777777777775,1.7333333333333332,10.533333333333333,3.9555555555555553
2023-12-21 08:56:25,4.488888888888889,0.0,16.555555555555554,0.0,0.04444444444444444,2.2666666666666666,10.533333333333333,3.466666666666667
2023-12-21 08:57:25,13.0,0.0,12.977777777777776,0.0,0.02222222222222222,2.2444444444444445,10.466666666666667,4.177777777777777
2023-12-21 08:58:25,0.15555555555555553,0.0,13.02222222222222,0.0,0.06666666666666667,2.4888888888888885,10.466666666666667,3.9555555555555553
2023-12-21 08:59:25,0.1111111111111111,0.0,12.244444444444442,0.04444444444444444,1.311111111111111,2.644444444444444,10.11111111111111,4.377777777777776
2023-12-21 09:00:25,0.24444444444444444,0.0,31.866666666666667,0.3555555555555555,1.5555555555555554,1.7777777777777777,9.866666666666667,4.666666666666666
2023-12-21 09:01:25,3.7333333333333334,0.0,20.133333333333326,0.9555555555555556,0.7333333333333332,2.511111111111111,9.91111111111111,4.2
2023-12-21 09:02:25,12.511111111111111,0.0,11.73333333333333,0.0,0.02222222222222222,1.9777777777777776,10.088888888888887,4.666666666666666
2023-12-21 09:03:25,1.3999999999999997,0.0,12.155555555555555,0.0,0.02222222222222222,2.711111111111111,10.377777777777776,3.9111111111111105
2023-12-21 09:04:25,0.17777777777777776,0.0,12.422222222222217,0.02222222222222222,1.0888888888888888,2.355555555555555,10.688888888888888,3.7777777777777777
2023-12-21 09:05:25,0.33333333333333326,0.0,12.244444444444442,0.04444444444444444,1.8222222222222222,1.9333333333333333,10.666666666666666,4.288888888888889
