,"{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-20 23:08:54,0.18937878787878798,,0.049499999999999995,0.36600000000000005,0.0495,0.04950000000000001,0.0495
2023-12-20 23:09:54,0.04966071428571428,,0.3035714285714268,0.0495,0.28623728813559296,0.3274174757281549,0.5579999999999838
2023-12-20 23:10:54,0.38599999999999995,,0.31851111111110986,0.36399999999999993,0.38302873563218315,0.3709280397022339,0.32733333333333314
2023-12-20 23:11:54,0.387,,0.17807246376811617,0.04950000000000001,0.24859199999999795,0.200205607476636,0.12959999999999852
2023-12-20 23:12:54,0.5899999999999999,,0.36153535353535343,,0.44525581395348957,0.39730065359477124,0.19236842105263166
2023-12-20 23:13:54,0.0995,,0.049499999999999995,0.09947058823529412,0.04950000000000001,0.0495,0.049499999999999995
2023-12-20 23:14:54,0.3763414634146339,,0.04950000000000001,,0.04950000000000001,0.049499999999999995,0.04952461461959225
2023-12-20 23:15:54,0.19897441860465118,,0.04955469613259669,0.04950000000000001,0.049798792756539235,0.049499999999999995,0.0495375854214123
2023-12-20 23:16:54,0.09749999999999999,,0.0495,0.04950000000000001,0.0495,0.0495,0.04950000000000001
2023-12-20 23:17:54,0.0995,,0.049559782608695646,0.04950000000000001,0.0495,0.0495,0.04960291060291061
2023-12-20 23:18:54,0.09940000000000002,,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-20 23:19:54,0.0995,,0.0495,0.04950000000000001,0.04950000000000001,0.049499999999999995,0.04956387096774194
2023-12-20 23:20:54,0.37187951807228914,,0.0495,,,0.0495,0.0495
2023-12-20 23:21:54,0.198987012987013,,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.0495
2023-12-20 23:22:54,0.049499999999999995,0.3769882352941174,0.15255555555555628,,0.35200000000000037,0.13849999999999923,0.06866666666666646
2023-12-20 23:23:54,0.19783333333333336,0.19425203252032536,0.09374822695035463,0.04950000000000001,0.09697297297297301,0.47980952380952563,0.07516666666666677
2023-12-20 23:24:54,0.3840000000000001,,0.35880459770115014,0.04950000000000001,0.35228828828828707,0.47203703703703603,0.19444444444444445
2023-12-20 23:25:54,0.0995,,0.0495,,0.13293877551020258,0.0807580645161291,0.04950000000000001
2023-12-20 23:26:54,0.3324444444444439,,0.0495,0.04950000000000001,0.049771978021978025,0.0495,0.04950000000000001
2023-12-20 23:27:54,0.19896850393700788,,0.0495,,0.0495,0.04950000000000001,0.04950000000000001
2023-12-20 23:28:54,0.09910000000000001,,0.04950000000000001,0.1948048780487805,0.049499999999999995,0.0495,0.0495
2023-12-20 23:29:54,0.0995,,0.04950000000000001,0.0995,0.049499999999999995,0.049499999999999995,0.049499999999999995
2023-12-20 23:30:54,0.099375,,0.04950000000000001,,,0.0495,0.0495
2023-12-20 23:31:54,0.0995,,0.0495,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-20 23:32:54,0.1305000000000001,,0.0495,0.786,0.049499999999999995,0.0495,0.049499999999999995
2023-12-20 23:33:54,0.09942410714285714,,0.0495,0.04950000000000001,0.0495,0.0495,0.049499999999999995
2023-12-20 23:34:54,0.09898260869565219,,0.0495,,0.0495,0.0495,0.0495
2023-12-20 23:35:54,0.31860869565217426,,0.0495,0.38999999999999996,,0.0495,0.0495
2023-12-20 23:36:54,0.1989862700228833,,0.049499999999999995,0.1980769230769231,0.0495,0.0495,0.04950000000000001
2023-12-20 23:37:54,0.09700000000000003,,0.049499999999999995,,0.0495,0.0495,0.049499999999999995
2023-12-20 23:38:54,0.0995,,0.049499999999999995,,0.04996698113207548,0.04950000000000001,0.049606911447084234
2023-12-20 23:39:54,0.0995,,0.0495,,0.0495,0.049499999999999995,0.04983904109589041
2023-12-20 23:40:54,0.09945000000000001,,0.04959016393442623,,0.04950000000000001,0.0495,0.049722972972972956
2023-12-20 23:41:54,0.09945454545454546,,0.049499999999999995,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-20 23:42:54,0.0995,,0.0495,,0.049499999999999995,0.0495,0.049610986547085206
2023-12-20 23:43:54,0.0995,,0.0495,,0.04994594594594594,0.0495,0.04961199095022625
