,"{operation=""create""}","{operation=""delete""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-20 23:08:54,,,0.023758823529411766,0.18000000000000002,0.04249999999999998,0.02358095238095237
2023-12-20 23:09:54,0.1835670103092778,,0.17754117647058798,0.024533333333333334,0.5199999999999996,0.14904255319149023
2023-12-20 23:10:54,0.3051505376344095,,0.2657567567567573,0.35400000000000037,0.3760000000000001,0.18603154574132516
2023-12-20 23:11:54,0.16175352112676006,,0.15547200000000103,0.0244,0.08300000000000007,0.09825728155339775
2023-12-20 23:12:54,0.3427468354430382,,0.31648484848484754,0.048749999999999995,0.3886666666666667,0.26067105263157886
2023-12-20 23:13:54,,,0.022943396226415103,0.09939705882352942,0.07299999999999988,0.023892146596858628
2023-12-20 23:14:54,,,0.02339815668202765,0.023999999999999997,0.023640000000000008,0.02433288888888889
2023-12-20 23:15:54,,,0.02312127659574469,0.02380000000000001,0.07799999999999993,0.02412200772200774
2023-12-20 23:16:54,,,0.02206285714285713,0.00495,0.09024999999999997,0.023394495412844052
2023-12-20 23:17:54,0.022800000000000008,,0.023750000000000007,0.00495,0.07549999999999979,0.02369800000000001
2023-12-20 23:18:54,,,0.02272903225806452,0.0049499999999999995,0.09333333333333331,0.022978082191780807
2023-12-20 23:19:54,,,0.02238750000000002,0.023999999999999997,0.08950000000000005,0.023998709677419374
2023-12-20 23:20:54,,,0.022665486725663698,0.0049499999999999995,0.023320000000000007,0.0235125
2023-12-20 23:21:54,,,0.0215813953488372,0.00495,0.08850000000000009,0.02298571428571433
2023-12-20 23:22:54,0.09013636363636356,,0.18141176470588205,0.0049499999999999995,0.08300000000000007,0.15802631578947365
2023-12-20 23:23:54,0.23199999999999874,0.04808796296296301,0.15614814814814756,0.04825,0.18433333333333324,0.19165517241379046
2023-12-20 23:24:54,0.31736842105263074,,0.26463636363636345,0.193,0.3080000000000005,0.18325751072961427
2023-12-20 23:25:54,0.047776041666666665,,0.07513157894736887,0.0049499999999999995,0.023975000000000007,0.04768750000000023
2023-12-20 23:26:54,,,0.02269681528662419,0.0236,0.1549999999999998,0.02370512820512823
2023-12-20 23:27:54,,,0.022311999999999978,0.0049499999999999995,0.17400000000000007,0.023377500000000006
2023-12-20 23:28:54,,,0.022660869565217394,0.1912244897959183,0.16499999999999992,0.02355384615384615
2023-12-20 23:29:54,,,0.022377777777777788,0.02380000000000001,0.0774999999999999,0.022438888888888908
2023-12-20 23:30:54,,,0.023423529411764697,0.0049499999999999995,0.18366666666666648,0.022995348837209297
2023-12-20 23:31:54,,,0.020919999999999973,0.0241,0.15999999999999961,0.02256571428571429
2023-12-20 23:32:54,,,0.02151,0.189,0.15400000000000025,0.022106666666666684
2023-12-20 23:33:54,0.02426666666666667,,0.021151724137931028,0.00495,0.1580000000000002,0.023469696969696974
2023-12-20 23:34:54,,,0.021248275862068983,0.0049499999999999995,0.1529999999999997,0.022887804878048788
2023-12-20 23:35:54,,,0.02294262295081967,0.049375,0.023771428571428575,0.023335849056603762
2023-12-20 23:36:54,,,0.02130666666666667,0.049166666666666664,0.15700000000000014,0.022212499999999972
2023-12-20 23:37:54,0.00495,,0.022819999999999983,0.0049499999999999995,0.020700000000000003,0.022193939393939377
2023-12-20 23:38:54,,,0.01329999999999985,0.023999999999999997,0.1549999999999998,0.023806349206349227
2023-12-20 23:39:54,,,0.02242222222222221,0.00495,0.18099999999999997,0.02408888888888889
2023-12-20 23:40:54,,,0.02326666666666664,0.024499999999999997,0.16199999999999992,0.023418749999999936
2023-12-20 23:41:54,,,0.02269090909090908,0.0236,0.08925000000000001,0.021266666666666656
2023-12-20 23:42:54,,,0.021975000000000015,0.0049499999999999995,0.15400000000000025,0.023714999999999976
2023-12-20 23:43:54,,,0.020440000000000024,0.023999999999999997,0.08975000000000007,0.024
