,"{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-21 04:17:29,0.0995,,0.0495,,,0.0495,0.0495
2023-12-21 04:18:29,0.3799999999999999,,0.13609500168195837,0.04951526720738895,0.1275384615384616,0.13969856923076782,0.09035714285714286
2023-12-21 04:19:29,0.6860000000000013,,0.3576043956043957,1.9036594999999998,0.37373793103448366,0.49766415871239394,0.3313946633772637
2023-12-21 04:20:29,1.6002631578947344,,2.530837818181818,2.8899999999999997,0.549866666666668,1.9436184210526422,1.474999999999997
2023-12-21 04:21:29,0.4908461538461542,,0.2668500000000004,0.049499999999999995,0.35929577464788426,0.35480888888888784,0.14699999999999974
2023-12-21 04:22:29,0.31266666666666704,,0.04996583469721767,0.0495,0.08667613636363644,0.09293562231759649,0.049787790697674424
2023-12-21 04:23:29,0.189,,0.04994318181818184,0.04950000000000001,0.07764285714285694,0.09159854014598535,0.0495
2023-12-21 04:24:29,0.0995,,0.06809375000000052,0.04950000000000001,0.050283783783783696,0.09241911764705886,0.0495
2023-12-21 04:25:29,0.191,,0.049827380952380956,,0.049567392784206944,0.08712162162162146,0.08399999999999905
2023-12-21 04:26:29,0.0995,,0.0495,0.04950000000000001,0.049583053691275164,0.0495,0.0495
2023-12-21 04:27:29,6.106666666666672,,0.1022000000000016,,0.2559999999999994,0.07037499999999997,0.0787999999999999
2023-12-21 04:28:29,0.19200000000000006,,0.0495,0.0495,0.08631578947368412,0.04950000000000001,0.049617437722419916
2023-12-21 04:29:29,3.96,,0.16181818181818108,0.19304347826086954,0.1834615384615383,0.049499999999999995,0.09350000000000022
2023-12-21 04:30:29,0.0995,,0.0495,17.75,0.04964431486880467,0.04950000000000001,0.0495
2023-12-21 04:31:29,0.19400000000000006,,0.04970204081632653,0.04950000000000001,0.07187500000000029,0.0495,0.0495
2023-12-21 04:32:29,0.19299999999999998,,0.04950000000000001,0.09935000000000001,0.08464285714285706,0.04950000000000001,0.0495
2023-12-21 04:33:29,0.19299999999999998,,0.049499999999999995,0.0995,0.04950000000000001,0.0495,0.04956156716417911
2023-12-21 04:34:29,0.18999999999999995,,0.04959322033898305,0.0995,0.0495,0.049499999999999995,0.0495
2023-12-21 04:35:29,0.5786818181818184,,0.0495,1.5200640000000039,0.0495,0.0495,0.0495
2023-12-21 04:36:29,0.39665060240963856,,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.0495
2023-12-21 04:37:29,0.09800000000000002,,0.0495,0.564,0.0495,0.04950000000000001,0.0495
2023-12-21 04:38:29,0.09933333333333334,,0.04950000000000001,0.04950000000000001,0.04950000000000001,0.0495,0.0495
2023-12-21 04:39:29,0.09942857142857144,,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 04:40:29,0.09945000000000001,,0.0495,,0.04950000000000001,0.0495,0.04950000000000001
2023-12-21 04:41:29,0.0995,,0.04950000000000001,0.19024999999999997,0.04950000000000001,0.0495,0.0495
2023-12-21 04:42:29,1.435,,0.0495,0.396,0.0495,0.0495,0.0495
2023-12-21 04:43:29,0.09944444444444445,,0.049499999999999995,,0.0495,0.04950000000000001,0.0495
2023-12-21 04:44:29,0.0995,,0.0495,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-21 04:45:29,0.0995,,0.0495,,0.049499999999999995,0.0495,0.0495
2023-12-21 04:46:29,0.0995,,0.0495,0.564,0.0495,0.0495,0.0495
2023-12-21 04:47:29,0.19499999999999998,,0.0495,0.04950000000000001,0.04950000000000001,0.049499999999999995,0.04966229508196723
2023-12-21 04:48:29,0.19200000000000006,,0.04950000000000001,,0.049499999999999995,0.0495,0.0495
2023-12-21 04:49:29,0.09943750000000001,,0.0495,,0.04950000000000001,0.049499999999999995,0.049499999999999995
2023-12-21 04:50:29,0.0995,,0.049499999999999995,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-21 04:51:29,0.09943750000000001,,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.0495
2023-12-21 04:52:29,3.9299999999999997,,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 04:53:29,1.245,,0.04962313432835821,0.04950000000000001,0.0495,0.0495,0.049671875
2023-12-21 04:54:29,0.916000000000001,0.04950000000000001,0.0495,,0.0495,0.0495,0.049833333333333334
