,"{instance=""52.186.45.168:443"",job=""kubernetes-apiservers""}"
2023-12-21 04:17:29,6.316580864
2023-12-21 04:18:29,4.882857984
2023-12-21 04:19:29,5.481590784
2023-12-21 04:20:29,7.328825344
2023-12-21 04:21:29,9.16066304
2023-12-21 04:22:29,8.342032384
2023-12-21 04:23:29,8.34527232
2023-12-21 04:24:29,8.587198464
2023-12-21 04:25:29,8.680349696
2023-12-21 04:26:29,8.366702592
2023-12-21 04:27:29,9.531633664
2023-12-21 04:28:29,9.544667136
2023-12-21 04:29:29,9.454497792
2023-12-21 04:30:29,8.65468416
2023-12-21 04:31:29,9.36943616
2023-12-21 04:32:29,9.43038464
2023-12-21 04:33:29,9.57968384
2023-12-21 04:34:29,9.381937152
2023-12-21 04:35:29,9.641918464
2023-12-21 04:36:29,9.641918464
2023-12-21 04:37:29,9.647796224
2023-12-21 04:38:29,9.431515136
2023-12-21 04:39:29,9.431515136
2023-12-21 04:40:29,8.7102464
2023-12-21 04:41:29,8.737251328
2023-12-21 04:42:29,8.025985024
2023-12-21 04:43:29,8.027119616
2023-12-21 04:44:29,6.975041536
2023-12-21 04:45:29,7.027183616
2023-12-21 04:46:29,7.033266176
2023-12-21 04:47:29,7.035138048
2023-12-21 04:48:29,7.048925184
2023-12-21 04:49:29,7.049465856
2023-12-21 04:50:29,7.065145344
2023-12-21 04:51:29,7.065145344
2023-12-21 04:52:29,7.065145344
2023-12-21 04:53:29,7.065145344
2023-12-21 04:54:29,7.065145344
