,"{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-21 06:49:50,0.0495,,0.04950000000000001,0.0495,0.0495,0.049499999999999995,0.04971153846153847
2023-12-21 06:50:50,0.782,,0.6921818181818165,0.4820000000000019,0.6443999999999994,0.5864806286150827,0.33933333333333293
2023-12-21 06:51:50,1.9600000000000002,,0.6293076923076935,0.099,0.7993202297679542,1.0108552631578938,0.5471999999999992
2023-12-21 06:52:50,1.935,,0.9976129032258083,0.397,0.8190303030302982,1.2504090909090928,0.7219999999999998
2023-12-21 06:53:50,0.998,0.398,0.8956551724137908,13.950000000000003,1.0963157894736828,1.0200000000000045,0.5384999999999986
2023-12-21 06:54:50,0.598,,0.5995999999999998,0.39666666666666667,0.6943773584905673,0.7756176470588222,0.39904347826086994
2023-12-21 06:55:50,4.96,,0.5726896551724147,0.398,0.7033461538461518,0.7339999999999994,0.39282352941176474
2023-12-21 06:56:50,0.3799999999999999,,0.28866666666666524,0.04950000000000001,0.19834704370179948,0.5308571428571427,0.09279411764705875
2023-12-21 06:57:50,2.9310714285714266,,0.2549999999999982,0.04950000000000001,0.4067368421052634,0.31174788484848526,0.2540000000000017
2023-12-21 06:58:50,0.1945,,0.04990189445196211,0.04950000000000001,0.1558333333333331,0.09889062499999998,0.08158333333333319
2023-12-21 06:59:50,0.3880000000000001,,0.0804230769230765,0.5880000000000001,0.19750943396226414,0.19111428571428568,0.058624999999999754
2023-12-21 07:00:50,0.19499999999999998,,0.2608,0.19875,0.39460869565217405,0.06083333333333359,0.30222222222222345
2023-12-21 07:01:50,0.198,,0.04956981664315938,0.48199999999999993,0.08888888888888895,0.0495,0.04989285714285714
2023-12-21 07:02:50,0.1985,,0.0495,0.3580000000000001,0.04992672413793104,0.04950000000000001,0.0495
2023-12-21 07:03:50,1.9797368421052628,,0.18622222222222176,,0.3837499999999995,0.04987786259541985,0.29449999999999993
2023-12-21 07:04:50,0.09775,,0.0495,0.1986,0.04993805309734514,0.04950000000000001,0.04961511627906978
2023-12-21 07:05:50,0.19700000000000004,,0.0495,0.564,0.04975515463917526,0.049499999999999995,0.049499999999999995
2023-12-21 07:06:50,3.254999999999993,,0.049681318681318684,0.199,0.049954128440366986,0.0495,0.04960760869565218
