,"{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}","{verb=""WATCH""}"
2023-12-21 06:49:50,0.05155111111111111,0.0,8.377055555555556,0.05155111111111111,0.7990422222222222,1.5465333333333333,6.057255555555556,2.0620444444444446
2023-12-21 06:50:50,0.2,0.0,46.111111111111114,3.533333333333333,71.66269333333332,103.97497777777777,8.088888888888889,4.533333333333333
2023-12-21 06:51:50,0.17777777777777776,0.0,56.20000000000001,0.04444444444444444,183.8159288888889,172.17777777777778,9.6,3.2888888888888883
2023-12-21 06:52:50,0.28888888888888886,0.0,65.62222222222223,0.06666666666666665,197.5111111111111,217.7111111111111,6.933333333333333,3.466666666666667
2023-12-21 06:53:50,0.0440392830404721,0.02201964152023605,70.61699035539701,0.4624124719249571,127.3616065530453,158.9818117761043,7.618795966001673,4.646144360769807
2023-12-21 06:54:50,0.02222222222222222,0.0,70.86666666666667,0.1111111111111111,210.06666666666666,182.46666666666664,9.222222222222223,3.822222222222222
2023-12-21 06:55:50,0.08888888888888888,0.0,62.000000000000014,0.02222222222222222,204.79999999999998,172.53333333333333,7.155555555555555,4.488888888888888
2023-12-21 06:56:50,0.22222222222222224,0.0,22.244444444444444,0.17777777777777776,72.02222222222221,34.84444444444444,7.666666666666666,4.622222222222222
2023-12-21 06:57:50,6.51111111111111,0.0,21.555555555555554,0.02222222222222222,54.133333333333326,32.38133111111111,30.42222222222222,6.7555555555555555
2023-12-21 06:58:50,0.24444444444444444,0.0,16.577777777777776,0.02222222222222222,45.73333333333333,26.044444444444444,18.711111111111105,6.266666666666664
2023-12-21 06:59:50,0.13333333333333333,0.0,20.266666666666666,0.1333333333333333,42.88888888888889,27.42222222222222,9.577777777777778,6.111111111111112
2023-12-21 07:00:50,0.1111111111111111,0.0,15.466666666666663,0.1111111111111111,12.488888888888887,5.222222222222222,9.777777777777777,6.266666666666667
2023-12-21 07:01:50,0.22222222222222224,0.0,15.777777777777775,1.311111111111111,8.88888888888889,7.133333333333332,14.11111111111111,6.466666666666667
2023-12-21 07:02:50,0.13333333333333333,0.0,15.733333333333329,0.4666666666666666,10.377777777777776,2.1999999999999997,9.0,5.844444444444443
2023-12-21 07:03:50,16.755555555555553,0.0,16.088888888888885,0.0,8.11111111111111,2.933333333333333,9.355555555555554,6.044444444444444
2023-12-21 07:04:50,0.2,0.0,13.066666666666666,0.15555555555555556,5.066666666666666,4.266666666666667,9.577777777777778,4.688888888888888
2023-12-21 07:05:50,0.13333333333333333,0.0,13.266666666666664,0.3999999999999999,4.333333333333332,2.511111111111111,10.044444444444444,5.088888888888889
2023-12-21 07:06:50,13.288888888888888,0.0,12.177777777777774,0.6444444444444444,2.4444444444444446,2.8666666666666663,10.244444444444444,4.622222222222222
