,"{verb=""APPLY""}","{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}","{verb=""WATCH""}"
2023-12-20 21:39:46,0.0,18.93643555555556,0.0,15.606044999999998,0.0,4.156107222222222,1.4312422222222223,8.174595,3.4404861111111114
2023-12-20 21:40:46,0.0,0.22222222222222224,0.0,35.933333333333344,4.622222222222221,45.95555555555555,89.31111111111113,9.688888888888888,3.2222222222222223
2023-12-20 21:41:46,0.0,0.9333333333333333,0.0,62.51111111111112,0.04444444444444444,273.17777777777775,205.22222222222223,9.222222222222221,1.9555555555555553
2023-12-20 21:42:46,0.0,0.04444444444444444,0.0,62.111111111111114,0.04444444444444444,307.0,225.4,8.133333333333333,1.4
2023-12-20 21:43:46,0.0,0.17777777777777776,0.0,27.288888888888888,0.08888888888888888,155.93333333333334,98.82222222222221,9.0,2.1555555555555554
2023-12-20 21:44:46,0.0,9.577777777777778,0.0,15.777777777777775,0.0,10.844444444444445,3.1777777777777776,8.511111111111111,2.488888888888889
2023-12-20 21:45:46,0.0,33.77777777777778,0.0,14.777777777777775,0.02222222222222222,7.244444444444444,1.6222222222222222,8.6,3.111111111111111
2023-12-20 21:46:46,0.0,0.17777777777777776,0.0,13.31111111111111,0.06666666666666665,9.822222222222221,2.2666666666666666,8.444444444444445,3.977777777777777
2023-12-20 21:47:46,0.0,0.17777777777777776,0.0,15.24444444444444,0.02222222222222222,11.11111111111111,5.4222222222222225,8.377777777777776,3.4222222222222225
2023-12-20 21:48:46,0.0,0.19999999999999998,0.0,12.377777777777775,0.0,7.133333333333333,5.133333333333333,8.044444444444444,3.511111111111111
2023-12-20 21:49:46,0.0,15.311111111111108,0.0,21.733333333333324,0.511111111111111,6.066666666666667,2.9555555555555553,17.24444444444444,2.711111111111111
2023-12-20 21:50:46,0.0,6.088888888888889,0.0,14.31111111111111,0.04444444444444444,2.7777777777777777,1.9333333333333333,8.133333333333333,2.2444444444444445
2023-12-20 21:51:46,0.0,6.066666666666666,0.0,11.533333333333331,0.0,1.3555555555555554,1.2888888888888888,8.066666666666666,2.2444444444444445
2023-12-20 21:52:46,0.0,3.1555555555555554,0.0,10.666666666666664,0.6,0.3555555555555555,0.9777777777777777,8.11111111111111,2.444444444444444
2023-12-20 21:53:46,0.0,0.24444444444444444,0.0,9.044444444444444,0.15555555555555553,0.9111111111111111,0.8222222222222223,7.955555555555555,2.6444444444444444
2023-12-20 21:54:46,0.0,0.8444444444444444,0.0,12.53333333333333,0.06666666666666665,0.8222222222222222,2.6666666666666665,8.133333333333333,3.1555555555555554
2023-12-20 21:55:46,0.0,31.377777777777776,0.0,9.133333333333333,0.06666666666666665,0.04444444444444444,1.1333333333333333,8.4,2.933333333333333
2023-12-20 21:56:46,0.0,9.355555555555554,0.0,12.33333333333333,0.35555555555555546,2.222222222222222,1.6444444444444444,8.044444444444444,2.7333333333333334
2023-12-20 21:57:46,0.0,0.26666666666666666,0.0,8.844444444444441,0.0,0.3777777777777777,1.0888888888888888,8.133333333333333,2.933333333333333
2023-12-20 21:58:46,0.0,0.06666666666666667,0.0,8.999999999999998,0.08888888888888888,0.9555555555555555,0.9333333333333332,8.044444444444444,2.6222222222222222
2023-12-20 21:59:46,0.0,0.08888888888888888,0.0,10.333333333333332,0.0,0.24444444444444444,1.1333333333333333,8.066666666666666,2.111111111111111
2023-12-20 22:00:46,0.0,0.15555555555555553,0.0,9.066666666666665,0.0,0.02222222222222222,1.2888888888888888,7.888888888888888,1.9777777777777776
2023-12-20 22:01:46,0.0,20.244444444444444,0.0,9.222222222222221,0.06666666666666665,1.6444444444444444,1.4666666666666666,8.11111111111111,2.5999999999999996
2023-12-20 22:02:46,0.0,31.066666666666666,0.0,8.977777777777776,0.0,0.28888888888888886,1.7777777777777777,7.9111111111111105,2.8
2023-12-20 22:03:46,0.0,0.24444444444444444,0.0,8.866666666666665,0.0,0.9555555555555555,0.911111111111111,8.0,2.622222222222222
2023-12-20 22:04:46,0.0,0.4666666666666667,0.0,8.799999999999999,0.04444444444444444,0.2,0.911111111111111,7.933333333333334,3.022222222222222
2023-12-20 22:05:46,0.0,0.1111111111111111,0.0,8.73333333333333,0.0,0.0,1.911111111111111,7.844444444444444,2.711111111111111
2023-12-20 22:06:46,0.0,2.9777777777777774,0.0,9.955555555555552,0.35555555555555546,1.911111111111111,0.7999999999999999,8.0,2.2444444444444445
2023-12-20 22:07:46,0.0,14.355555555555554,0.0,12.755555555555553,0.4222222222222221,0.9333333333333332,1.4888888888888887,8.044444444444444,1.9555555555555555
2023-12-20 22:08:46,0.0,0.19999999999999998,0.0,9.377777777777776,0.02222222222222222,0.9333333333333333,1.933333333333333,8.2,2.733333333333333
