,"{operation=""create""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-20 21:39:46,,0.024499999999999994,0.00495,0.024066666666666663,0.023881481481481472
2023-12-20 21:40:46,0.31810000000000005,0.721684210526316,0.09450000000000001,0.5219999999999997,0.3279444444444426
2023-12-20 21:41:46,0.3481071428571436,0.3537016129032265,0.193,0.3659999999999999,0.29961951219512184
2023-12-20 21:42:46,0.38657946554149125,0.39099680000000003,0.386,0.9239999999999995,0.371421383647799
2023-12-20 21:43:46,0.11315384615384506,0.14413725490196036,0.09600000000000003,0.15200000000000014,0.08894374999999985
2023-12-20 21:44:46,,0.024514074074074074,0.0049499999999999995,0.07650000000000008,0.02463205128205128
2023-12-20 21:45:46,,0.024819565217391305,0.048500000000000015,0.09450000000000004,0.024703546099290784
2023-12-20 21:46:46,,0.024430769230769228,0.0236,0.09300000000000004,0.024521374045801528
2023-12-20 21:47:46,,0.02466219512195122,0.02380000000000001,0.02431428571428572,0.024835398230088495
2023-12-20 21:48:46,0.10250000000000041,0.08534999999999995,0.0049499999999999995,0.15000000000000002,0.04266666666666723
2023-12-20 21:49:46,0.0241,0.02455781249999999,0.19066666666666665,0.08850000000000006,0.02461279069767442
2023-12-20 21:50:46,,0.024500000000000004,0.0236,0.07549999999999979,0.03519999999999972
2023-12-20 21:51:46,,0.02416363636363636,0.0049499999999999995,0.09433333333333335,0.024253913043478268
2023-12-20 21:52:46,,0.023966666666666667,0.09200000000000004,0.08099999999999996,0.02392777777777777
2023-12-20 21:53:46,,0.024120000000000006,0.047000000000000014,0.08300000000000007,0.02445225225225225
2023-12-20 21:54:46,0.02426666666666667,0.02390270270270271,0.02340000000000001,0.09200000000000003,0.023985454545454556
2023-12-20 21:55:46,,0.024246153846153848,0.024533333333333334,0.09249999999999999,0.024083333333333325
2023-12-20 21:56:46,,0.024361363636363622,0.17900000000000005,0.07950000000000013,0.02429838709677419
2023-12-20 21:57:46,,0.02283333333333333,0.0049499999999999995,0.16400000000000003,0.024005128205128207
2023-12-20 21:58:46,,0.024030769230769234,0.024600000000000004,0.1599999999999998,0.024281395348837206
2023-12-20 21:59:46,,0.023909090909090904,0.0049499999999999995,0.07299999999999988,0.02422500000000001
2023-12-20 22:00:46,,0.024222222222222225,0.023999999999999997,0.0835000000000001,0.02407435897435898
2023-12-20 22:01:46,,0.024390311418685123,0.0236,0.08924999999999998,0.024553246753246754
2023-12-20 22:02:46,,0.02424982206405692,0.023999999999999997,0.07700000000000012,0.0239611111111111
2023-12-20 22:03:46,,0.023709090909090902,0.0049499999999999995,0.0799999999999999,0.024566197183098586
2023-12-20 22:04:46,,0.024149999999999998,0.0243,0.07649999999999985,0.023997297297297295
2023-12-20 22:05:46,,0.0224,0.023999999999999997,0.08200000000000002,0.023845161290322586
2023-12-20 22:06:46,,0.024238805970149255,0.17900000000000005,0.08099999999999996,0.02451571428571429
2023-12-20 22:07:46,,0.024148936170212753,0.17700000000000024,0.08824999999999995,0.024106451612903226
2023-12-20 22:08:46,0.02426666666666667,0.023179999999999992,0.02380000000000001,0.0774999999999999,0.024215094339622645
