,{}
2023-08-10 18:47:34,99.22218464660128
2023-08-10 18:48:34,100.0
2023-08-10 18:49:34,100.0
2023-08-10 18:50:34,100.0
2023-08-10 18:51:34,100.0
2023-08-10 18:52:34,100.0
2023-08-10 18:53:34,99.33333333333333
2023-08-10 18:54:34,100.0
2023-08-10 18:55:34,99.3359492906731
2023-08-10 18:56:34,99.96640913671482
2023-08-10 18:57:34,99.25801011804384
2023-08-10 18:58:34,100.0
2023-08-10 18:59:34,98.60583016476554
2023-08-10 19:00:34,100.0
2023-08-10 19:01:34,100.0
2023-08-10 19:02:34,100.0
2023-08-10 19:03:34,100.0
2023-08-10 19:04:34,100.0
2023-08-10 19:05:34,100.0
2023-08-10 19:06:34,100.0
2023-08-10 19:07:34,100.0
2023-08-10 19:08:34,99.32432432432432
