,"{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}","{verb=""WATCH""}"
2023-08-10 18:47:34,0.0,37.800000000000004,0.06666666666666665,0.02222222222222222,5.422222222222222,18.333333333333332,4.066666666666666
2023-08-10 18:48:34,0.0,38.00000000000001,0.02222222222222222,1.5555555555555556,6.688888888888888,18.355555555555554,3.9111111111111105
2023-08-10 18:49:34,0.0,42.244444444444454,0.5555555555555556,1.4222222222222223,4.955555555555555,18.244444444444444,4.044444444444444
2023-08-10 18:50:34,0.0,38.022222222222226,0.0,2.844444444444444,4.333333333333333,18.444444444444443,4.044444444444443
2023-08-10 18:51:34,0.0,44.6888888888889,0.7999999999999997,1.5111111111111108,4.355555555555555,18.355555555555554,4.599999999999999
2023-08-10 18:52:34,0.0,37.711111111111116,0.0,0.02222222222222222,4.777777777777777,18.444444444444443,4.066666666666666
2023-08-10 18:53:34,0.0,41.28888888888889,0.4666666666666665,2.1555555555555554,7.0,18.31111111111111,4.111111111111111
2023-08-10 18:54:34,0.0,37.97777777777778,0.0,0.7777777777777778,3.9777777777777774,18.333333333333332,4.4
2023-08-10 18:55:34,0.0,41.488888888888894,0.46666666666666645,3.7555555555555555,4.977777777777778,18.266666666666666,4.666666666666666
2023-08-10 18:56:34,0.0,38.33333333333334,0.06666666666666665,0.3333333333333333,5.31111111111111,18.377777777777776,3.733333333333333
2023-08-10 18:57:34,0.0,37.91111111111111,0.1333333333333333,0.02222222222222222,5.311111111111111,18.333333333333332,4.177777777777778
2023-08-10 18:58:34,0.0,37.711111111111116,0.06666666666666665,1.5777777777777777,6.555555555555556,18.444444444444443,4.466666666666666
2023-08-10 18:59:34,0.0,41.00000000000001,0.4222222222222221,1.1555555555555557,4.911111111111111,18.42222222222222,4.222222222222221
2023-08-10 19:00:34,0.0,37.82222222222223,0.04444444444444444,3.0222222222222217,4.044444444444444,18.31111111111111,4.3999999999999995
2023-08-10 19:01:34,0.0,37.68888888888889,0.06666666666666665,0.39999999999999997,5.088888888888889,18.31111111111111,4.3999999999999995
2023-08-10 19:02:34,0.0,38.06666666666667,0.04444444444444444,0.02222222222222222,4.7555555555555555,18.22222222222222,3.9777777777777774
2023-08-10 19:03:34,0.0,38.37777777777779,0.06666666666666665,1.6666666666666667,6.2,18.288888888888888,4.466666666666665
2023-08-10 19:04:34,0.0,38.11111111111112,0.02222222222222222,0.711111111111111,5.044444444444445,18.51111111111111,4.3999999999999995
2023-08-10 19:05:34,0.0,37.86666666666667,0.02222222222222222,2.8888888888888884,5.044444444444444,18.377777777777776,4.133333333333333
2023-08-10 19:06:34,0.0,37.88888888888889,0.1111111111111111,0.4666666666666666,4.044444444444444,18.488888888888887,4.199999999999999
2023-08-10 19:07:34,0.0,37.64444444444445,0.0,0.02222222222222222,4.533333333333333,18.466666666666665,4.288888888888888
2023-08-10 19:08:34,0.0,41.04444444444445,0.39999999999999986,2.2222222222222223,5.866666666666666,18.22222222222222,4.6
