,"{instance=""51.138.82.74:443"",job=""kubernetes-apiservers""}"
2023-08-10 18:47:34,1.508917248
2023-08-10 18:48:34,1.516982272
2023-08-10 18:49:34,1.517367296
2023-08-10 18:50:34,1.517907968
2023-08-10 18:51:34,1.55385856
2023-08-10 18:52:34,1.584672768
2023-08-10 18:53:34,1.585483776
2023-08-10 18:54:34,1.5700992
2023-08-10 18:55:34,1.578745856
2023-08-10 18:56:34,1.578745856
2023-08-10 18:57:34,1.578745856
2023-08-10 18:58:34,1.578745856
2023-08-10 18:59:34,1.548845056
2023-08-10 19:00:34,1.543417856
2023-08-10 19:01:34,1.50390784
2023-08-10 19:02:34,1.507987456
2023-08-10 19:03:34,1.494683648
2023-08-10 19:04:34,1.494913024
2023-08-10 19:05:34,1.494913024
2023-08-10 19:06:34,1.504034816
2023-08-10 19:07:34,1.5053824
2023-08-10 19:08:34,1.508352
