,"{operation=""create""}","{operation=""delete""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-21 16:55:55,0.00495,0.00495,0.023062068965517248,0.3540000000000005,0.02246666666666666,0.023925862068965527
2023-12-21 16:56:55,0.2909736842105239,,0.3677819548872186,0.35200000000000037,0.32199999999999973,0.31797647058823575
2023-12-21 16:57:55,0.5434766355140186,,0.653887096774191,0.09600000000000003,0.7686666666666665,0.534279999999997
2023-12-21 16:58:55,0.1979999999999998,,0.31680938416422333,0.09775,0.37266666666666687,0.26313131313131205
2023-12-21 16:59:55,,,0.02486280400572246,0.02380000000000001,0.07850000000000007,0.02468386593920499
2023-12-21 17:00:55,,,0.0230972972972973,0.024400000000000005,0.023514285714285717,0.024639404352806413
2023-12-21 17:01:55,,,0.023972972972972965,0.023400000000000008,0.0925,0.024370040485829962
2023-12-21 17:02:55,,,0.023704854368932046,0.00495,0.0370000000000001,0.02425416666666667
2023-12-21 17:03:55,,,0.02357058823529411,0.0049499999999999995,0.09200000000000003,0.024375384615384625
2023-12-21 17:04:55,,,0.023758024691358036,0.0236,0.02385714285714285,0.024065420560747668
2023-12-21 17:05:55,,,0.02368711656441717,0.3580000000000001,0.022649999999999986,0.024594059405940595
2023-12-21 17:06:55,,,0.02371764705882353,0.024499999999999997,0.08900000000000002,0.023940425531914895
2023-12-21 17:07:55,,,0.023902777777777804,0.02299999999999999,0.023280000000000006,0.024081188118811894
2023-12-21 17:08:55,,,0.00495,0.0049499999999999995,0.08724999999999986,0.023921839080459764
2023-12-21 17:09:55,0.00495,,0.02214285714285715,0.382,0.07700000000000012,0.023903529411764705
2023-12-21 17:10:55,,,0.023216666666666677,0.00495,0.09266666666666669,0.024273786407766968
2023-12-21 17:11:55,,,0.023052173913043473,0.023999999999999997,0.04412499999999996,0.02430442477876106
2023-12-21 17:12:55,,,0.022749999999999996,0.02299999999999999,0.07600000000000007,0.024256923076923093
2023-12-21 17:13:55,,,0.023339999999999996,0.0236,0.08724999999999992,0.024206060606060606
2023-12-21 17:14:55,,,0.021026923076923058,0.0049499999999999995,0.02206666666666667,0.023842857142857138
2023-12-21 17:15:55,,,0.02104615384615383,0.0049499999999999995,0.07750000000000001,0.024043564356435645
2023-12-21 17:16:55,,,0.02151111111111111,0.35200000000000037,0.08800000000000009,0.02397555555555556
2023-12-21 17:17:55,,,0.02213846153846154,0.00495,0.07800000000000004,0.02393529411764706
2023-12-21 17:18:55,0.022800000000000008,,0.021633333333333327,0.00495,0.07550000000000003,0.02419534883720931
2023-12-21 17:19:55,,,0.02398999999999998,0.024200000000000006,0.02264999999999999,0.024511320754716966
2023-12-21 17:20:55,,,0.02234999999999998,0.023999999999999997,0.0867499999999999,0.024225000000000003
2023-12-21 17:21:55,,,0.02129333333333336,0.356,0.07749999999999979,0.024240816326530617
