,"{code=""403""}","{code=""404""}","{code=""409""}"
2023-12-21 05:57:42,,10.044444444444444,
2023-12-21 05:58:42,1.5333333333333334,14.288888888888888,0.5111111111111111
2023-12-21 05:59:42,1.111111111111111,9.02222222222222,
2023-12-21 06:00:42,1.0888888888888888,8.044444444444444,0.4
2023-12-21 06:01:42,0.3555555555555555,8.555555555555554,
2023-12-21 06:02:42,1.6,6.333333333333333,0.04444444444444444
2023-12-21 06:03:42,0.04444444444444444,5.644444444444444,
2023-12-21 06:04:42,0.08888888888888888,4.866666666666666,0.02222222222222222
2023-12-21 06:05:42,0.5555555555555555,4.644444444444444,
2023-12-21 06:06:42,,4.088888888888889,
2023-12-21 06:07:42,0.17777777777777776,3.0,
2023-12-21 06:08:42,,0.08888888888888888,
2023-12-21 06:09:42,,,0.4
2023-12-21 06:10:42,,,0.08888888888888888
2023-12-21 06:11:42,,,0.04444444444444444
2023-12-21 06:12:42,,0.02222222222222222,0.4
2023-12-21 06:17:42,,0.8888888888888888,0.4
2023-12-21 06:18:42,,0.13335111348179757,
2023-12-21 06:21:42,,,0.4
