,"{verb=""CONNECT""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}"
2023-12-21 07:24:56,0.09916666666666667,0.04950000000000001,,0.0495,0.0495,0.04950000000000001
2023-12-21 07:25:56,0.5940000000000001,0.49908333333333466,0.12399999999999944,0.5972290502793286,0.5839891008174378,0.38399999999999945
2023-12-21 07:26:56,0.766,0.18534306569343037,0.7580000000000001,0.19078571428571423,0.1855336538461538,0.17900000000000021
2023-12-21 07:27:56,1.1108333333333371,0.4305000000000001,0.19700000000000004,0.501094117647059,0.5448229166666658,0.3656521739130443
2023-12-21 07:28:56,0.38999999999999996,0.45858823529411746,0.19499999999999998,0.645941176470585,0.5018653846153868,0.5673333333333324
2023-12-21 07:29:56,0.19633333333333336,0.06309999999999955,0.1120000000000006,0.13399999999999948,0.04989652870493993,0.055675675675675794
2023-12-21 07:30:56,0.19299999999999998,0.049499999999999995,,0.04950000000000001,0.04950000000000001,0.049650914634146344
2023-12-21 07:31:56,0.3981991341991342,0.0495,0.049499999999999995,0.04962282878411911,0.0495,0.0495
2023-12-21 07:32:56,0.23399999999999904,0.0495,,0.0495,0.049499999999999995,0.0495
2023-12-21 07:33:56,0.09930000000000001,0.049650684931506844,0.049499999999999995,0.08464285714285708,0.0495,0.049499999999999995
2023-12-21 07:34:56,0.0995,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.049609030837004416
2023-12-21 07:35:56,0.0995,0.0495,0.09891212121212122,0.07999999999999981,0.0495,0.04950000000000001
2023-12-21 07:36:56,0.3885034013605442,0.04950000000000001,0.3940000000000001,0.0495,0.0495,0.04950000000000001
2023-12-21 07:37:56,0.2458181818181821,0.04950000000000001,0.04950000000000001,0.0495,0.04950000000000001,0.0495
2023-12-21 07:38:56,0.19961991584852737,0.0495,0.04950000000000001,0.04950000000000001,0.0495,0.0495
2023-12-21 07:39:56,0.0495,0.0495,0.04950000000000001,0.049499999999999995,0.049499999999999995,0.0495
2023-12-21 07:40:56,0.09933333333333334,0.0495,0.04950000000000001,0.0495,0.0495,0.049499999999999995
2023-12-21 07:41:56,0.0995,0.049499999999999995,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-21 07:42:56,0.0995,0.0495,,0.0495,0.049499999999999995,0.0495
2023-12-21 07:43:56,0.0995,0.0495,0.04950000000000001,0.125,0.04950000000000001,0.049709449929478136
2023-12-21 07:44:56,0.3942857142857143,0.0495,,0.0495,0.04950000000000001,0.04957500000000001
2023-12-21 07:45:56,0.049499999999999995,0.0495,0.5680000000000002,0.04950000000000001,0.0495,0.0495
2023-12-21 07:46:56,0.39751515151515154,0.0495,0.04950000000000001,0.0495,0.04950000000000001,0.0495
2023-12-21 07:47:56,0.19833333333333333,0.04950000000000001,0.04950000000000001,0.0495,0.0495,0.0495
2023-12-21 07:48:56,0.398625,0.04950000000000001,,0.04984137931034483,0.04950000000000001,0.0495
2023-12-21 07:49:56,0.19499999999999998,0.0495,0.7580000000000002,0.0495,0.0495,0.0495
2023-12-21 07:50:56,0.198,0.04950000000000001,,0.08549999999999988,0.0495,0.0495
2023-12-21 07:51:56,0.39778431372549017,0.0495,,0.0495,0.0495,0.0495
2023-12-21 07:52:56,0.19600000000000004,0.04960737527114968,0.04950000000000001,0.049499999999999995,0.0495,0.0495
2023-12-21 07:53:56,0.5877333333333334,0.0495,,0.0495,0.0495,0.049499999999999995
2023-12-21 07:54:56,0.19972708894878707,0.0495,0.564,0.0495,0.0495,0.049499999999999995
2023-12-21 07:55:56,0.3159130434782608,0.04950000000000001,0.04950000000000001,0.04950000000000001,0.04950000000000001,0.04950000000000001
2023-12-21 07:56:56,0.19952570990023025,0.0495,0.564,0.08866666666666673,0.0495,0.0495
2023-12-21 07:57:56,0.049499999999999995,0.0495,,0.0495,0.049499999999999995,0.0495
2023-12-21 07:58:56,0.1985,0.049499999999999995,0.04950000000000001,0.04950000000000001,0.049941964285714284,0.0495
2023-12-21 07:59:56,0.5378536585365853,0.0495,0.04950000000000001,0.0495,0.09616666666666665,0.0495
2023-12-21 08:00:56,0.19990212373037858,0.04950000000000001,,0.08650000000000002,0.09195000000000002,0.0495
2023-12-21 08:01:56,0.0495,0.049499999999999995,0.5660000000000001,0.0495,0.04997142857142857,0.0495
2023-12-21 08:02:56,0.19866666666666669,0.0495,,0.049499999999999995,0.04997142857142857,0.0495
2023-12-21 08:03:56,0.19600000000000004,0.0495,0.7680000000000002,0.04983673469387755,0.0495,0.0495
2023-12-21 08:04:56,0.198,0.04950000000000001,0.04950000000000001,0.07950000000000013,0.0495,0.0495
2023-12-21 08:05:56,0.5983157894736841,0.04961647058823529,,0.0495,0.0495,0.0495
2023-12-21 08:06:56,0.5995000000000007,0.0495,,0.04950000000000001,0.0495,0.0495
2023-12-21 08:07:56,0.18900000000000003,0.0495,0.04950000000000001,0.0495,0.0495,0.0497578125
2023-12-21 08:08:56,0.3880000000000001,0.04950000000000001,,0.04996261682242991,0.0495,0.0912857142857143
2023-12-21 08:09:56,0.19775,0.04962313432835821,,0.0495,0.04950000000000001,0.0495
2023-12-21 08:10:56,0.5882222222222218,0.04959446564885496,0.5619999999999998,0.0495,0.0495,0.04979640718562875
2023-12-21 08:11:56,0.049499999999999995,0.0495,,0.04950000000000001,0.04950000000000001,0.0495
2023-12-21 08:12:56,0.5259999999999996,0.049499999999999995,,,0.0495,0.0495
