,"{operation=""create""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-21 07:24:56,,0.03724999999999986,0.0049499999999999995,0.04387500000000001,0.023866666666666668
2023-12-21 07:25:56,0.3981301518438177,0.39700803212851404,0.18800000000000006,0.528,0.3813286384976534
2023-12-21 07:26:56,0.09591772151898748,0.14388744588744487,0.34800000000000014,0.17600000000000018,0.11252173913043366
2023-12-21 07:27:56,0.3674309623430965,0.34189893617021294,0.19200000000000006,0.35900000000000026,0.31306666666666727
2023-12-21 07:28:56,0.34798639455782343,0.3804945454545452,0.191,0.5764999999999999,0.3982592592592615
2023-12-21 07:29:56,0.06775000000000045,0.06436363636363578,0.09923305084745762,0.07700000000000012,0.049409793814433126
2023-12-21 07:30:56,,0.0242976377952756,0.023999999999999997,0.0799999999999999,0.024799366420274555
2023-12-21 07:31:56,,0.02423347639484979,0.024333333333333332,0.09200000000000005,0.024720588235294123
2023-12-21 07:32:56,,0.023617721518987334,0.0049499999999999995,0.023925000000000005,0.024598095238095235
2023-12-21 07:33:56,0.0049499999999999995,0.042749999999999885,0.0244,0.09300000000000001,0.044583333333333475
2023-12-21 07:34:56,,0.044937500000000005,0.024200000000000006,0.07549999999999954,0.04023076923076921
2023-12-21 07:35:56,,0.024681481481481485,0.0985420168067227,0.07950000000000003,0.028199999999999795
2023-12-21 07:36:56,,0.023185585585585596,0.09600000000000003,0.07500000000000001,0.024127450980392148
2023-12-21 07:37:56,,0.022851428571428568,0.00495,0.07649999999999985,0.023992366412213743
2023-12-21 07:38:56,,0.023244444444444432,0.00495,0.07649999999999961,0.02391333333333333
2023-12-21 07:39:56,,0.022422222222222215,0.02380000000000001,0.09183333333333332,0.024293617021276612
2023-12-21 07:40:56,0.024120000000000003,0.02327272727272726,0.00495,0.02080000000000002,0.024088709677419357
2023-12-21 07:41:56,,0.022847058823529415,0.0236,0.08925000000000004,0.0239622641509434
2023-12-21 07:42:56,,0.02389999999999999,0.0049499999999999995,0.07500000000000001,0.023960317460317463
2023-12-21 07:43:56,,0.02332307692307691,0.0236,0.08900000000000002,0.024451914893617022
2023-12-21 07:44:56,,0.03243750000000004,0.0049499999999999995,0.07750000000000001,0.02424893617021277
2023-12-21 07:45:56,,0.02262400000000001,0.3599999999999997,0.07549999999999979,0.024406315789473686
2023-12-21 07:46:56,,0.024265116279069767,0.02380000000000001,0.09024999999999997,0.024356799999999994
2023-12-21 07:47:56,0.023250000000000003,0.02370909090909091,0.02380000000000001,0.023199999999999995,0.024205769230769225
2023-12-21 07:48:56,,0.024298275862068973,0.00495,0.07950000000000013,0.024707766990291265
2023-12-21 07:49:56,0.023533333333333337,0.023892857142857143,0.37500000000000017,0.08750000000000001,0.02454452554744526
2023-12-21 07:50:56,,0.02411428571428572,0.00495,0.08200000000000002,0.025562499999999693
2023-12-21 07:51:56,,0.024368571428571427,0.00495,0.08724999999999986,0.02421904761904762
2023-12-21 07:52:56,,0.023983333333333336,0.00495,0.08799999999999998,0.02424736842105264
2023-12-21 07:53:56,,0.03792857142857146,0.024200000000000006,0.08925000000000004,0.024619913419913424
2023-12-21 07:54:56,,0.024182352941176478,0.356,0.03874999999999995,0.02453472222222223
2023-12-21 07:55:56,,0.023939999999999996,0.00495,0.08875000000000001,0.024436190476190483
2023-12-21 07:56:56,,0.02407426900584796,0.356,0.023955555555555553,0.03946428571428574
2023-12-21 07:57:56,,0.023422222222222212,0.00495,0.023119999999999995,0.02433934426229508
2023-12-21 07:58:56,0.02060000000000003,0.0236642857142857,0.0236,0.07800000000000004,0.024602030456852792
2023-12-21 07:59:56,,0.024622831050228323,0.023999999999999997,0.0857500000000001,0.024737414965986394
2023-12-21 08:00:56,,0.024332026143790854,0.00495,0.07850000000000007,0.024350000000000004
2023-12-21 08:01:56,,0.02260425531914893,0.3619999999999998,0.07700000000000012,0.024432989690721645
2023-12-21 08:02:56,,0.023823529411764712,0.00495,0.0790000000000001,0.024230927835051555
2023-12-21 08:03:56,,0.02374347826086957,0.3599999999999997,0.07649999999999985,0.02451959798994975
2023-12-21 08:04:56,,0.023723076923076923,0.00495,0.08049999999999993,0.024365079365079367
2023-12-21 08:05:56,,0.05050000000000127,0.00495,0.08699999999999997,0.024607407407407404
2023-12-21 08:06:56,,0.024243076923076923,0.00495,0.02266666666666667,0.024373684210526325
2023-12-21 08:07:56,0.00495,0.023799999999999995,0.00495,0.02270000000000002,0.02418979591836734
2023-12-21 08:08:56,,0.024489655172413794,0.00495,0.09349999999999999,0.024554054054054055
2023-12-21 08:09:56,,0.023854545454545455,0.00495,0.07600000000000007,0.02429369369369369
2023-12-21 08:10:56,0.020600000000000007,0.048,0.3540000000000005,0.09233333333333339,0.039187500000000056
2023-12-21 08:11:56,,0.023825,0.00495,0.09024999999999997,0.024199999999999996
2023-12-21 08:12:56,,0.024311111111111106,0.00495,0.08750000000000006,0.024347999999999998
2023-12-21 08:13:56,,0.022828571428571438,0.024400000000000005,0.08999999999999993,0.024587755102040816
2023-12-21 08:14:56,,0.02356581196581197,0.024200000000000006,0.08800000000000009,0.024872222222222216
2023-12-21 08:15:56,,0.023090243902439033,0.00495,0.09283333333333336,0.02413170731707317
2023-12-21 08:16:56,,0.02252923076923077,0.02380000000000001,0.02382222222222221,0.02442526315789474
2023-12-21 08:17:56,,0.02567500000000003,0.00495,0.09166666666666667,0.024687850467289725
2023-12-21 08:18:56,,0.023254545454545465,0.00495,0.08824999999999993,0.024440506329113924
2023-12-21 08:19:56,,0.022649999999999993,0.0232,0.08925000000000004,0.024236893203883496
2023-12-21 08:20:56,,0.04274999999999994,0.0049499999999999995,1.1174999999999997,1.018749999999998
