,"{verb=""APPLY""}","{verb=""CONNECT""}","{verb=""DELETE""}","{verb=""GET""}","{verb=""LIST""}","{verb=""PATCH""}","{verb=""POST""}","{verb=""PUT""}","{verb=""WATCH""}"
2023-12-21 17:33:19,0.0,0.10585333333333334,0.0,9.103386666666669,0.0,1.1908500000000002,0.31756000000000006,6.986320000000001,3.307916666666667
2023-12-21 17:34:19,0.0,17.977777777777774,0.0,61.95555555555557,3.9555555555555553,73.04444444444444,164.3111111111111,11.42222222222222,4.31111111111111
2023-12-21 17:35:19,0.0,0.17777777777777776,0.0,66.4,0.11111111111111109,203.46666666666664,203.1333333333333,13.288888888888886,4.155555555555555
2023-12-21 17:36:19,0.0,0.15555555555555553,0.0,58.622222222222234,0.08888888888888888,198.5333333333333,181.2,16.4,4.488888888888888
2023-12-21 17:37:19,0.0,0.1111111111111111,0.0,21.466666666666665,0.02222222222222222,27.4,15.28888888888889,32.133333333333326,3.999999999999999
2023-12-21 17:38:19,0.0,0.13333333333333333,0.0,18.755555555555553,0.04444444444444444,6.755555555555555,1.6444444444444444,21.37777777777778,4.355555555555555
2023-12-21 17:39:19,0.0,10.488888888888889,0.0,17.46666666666666,0.0,5.777777777777777,0.4888888888888888,10.666666666666666,4.666666666666666
2023-12-21 17:40:19,0.0,24.42222222222222,0.0,17.688888888888886,0.02222222222222222,5.755555555555555,1.5777777777777777,10.555555555555554,8.266666666666666
2023-12-21 17:41:19,0.0,0.2,0.0,13.266666666666664,0.08888888888888888,1.0,2.3777777777777778,10.777777777777777,5.733333333333333
2023-12-21 17:42:19,0.0,0.24444444444444444,0.0,13.577777777777774,0.04444444444444444,0.0,2.4,11.133333333333333,4.422222222222222
2023-12-21 17:43:19,0.0,0.17777777777777776,0.0,29.355555555555554,0.02222222222222222,2.1777777777777776,1.7333333333333332,11.0,4.955555555555555
2023-12-21 17:44:19,0.0,0.1111111111111111,34.37777777777778,43.022222222222226,0.06666666666666665,18.53333333333333,11.4,13.88888888888889,17.77777777777777
2023-12-21 17:45:19,0.0,0.13333333333333333,0.0,58.666666666666664,0.06666666666666665,114.80000000000001,187.06666666666666,11.266666666666666,4.422222222222222
2023-12-21 17:46:19,0.0,0.13333333333333333,0.0,16.33333333333333,0.04444444444444444,20.82222222222222,13.355555555555556,10.622222222222222,4.5777777777777775
2023-12-21 17:47:19,0.0,0.20001777935816517,0.0,18.690550271135212,0.40003555871633034,4.244821761934395,2.7558005156013867,22.73535425371144,4.867099297715352
2023-12-21 17:48:19,0.0,0.17777777777777776,0.0,12.822222222222218,0.0,1.5333333333333334,1.6888888888888887,10.333333333333334,4.688888888888889
2023-12-21 17:49:19,0.0,2.422222222222222,0.0,12.577777777777776,0.04444444444444444,0.0,1.0888888888888888,10.222222222222221,4.822222222222221
2023-12-21 17:50:19,0.0,0.17777777777777776,0.0,12.93333333333333,0.04444444444444444,0.0,1.222222222222222,10.222222222222221,5.555555555555555
2023-12-21 17:51:19,0.0,3.8666666666666667,0.0,12.82222222222222,0.06666666666666665,0.1333333333333333,1.8888888888888886,10.02222222222222,5.244444444444444
2023-12-21 17:52:19,0.0,0.17777777777777776,0.0,14.022222222222219,0.39999999999999986,0.3999999999999999,2.8888888888888884,10.11111111111111,5.044444444444444
2023-12-21 17:53:19,0.0,0.04444444444444444,0.0,12.666666666666664,0.04444444444444444,1.1777777777777776,1.4,10.555555555555554,5.044444444444443
2023-12-21 17:54:19,0.0,0.2,0.0,16.177777777777774,0.37777777777777766,0.6666666666666665,1.3555555555555556,10.31111111111111,4.355555555555554
2023-12-21 17:55:19,0.0,8.2,0.0,12.755555555555553,0.02222222222222222,0.0,0.9555555555555555,10.266666666666667,4.555555555555555
2023-12-21 17:56:19,0.0,10.11111111111111,0.0,12.844444444444443,0.11111111111111109,0.17777777777777776,1.4,10.066666666666666,4.866666666666665
2023-12-21 17:57:19,0.0,0.15555555555555553,0.0,21.688888888888883,0.0,0.0,2.422222222222222,9.977777777777778,5.088888888888888
2023-12-21 17:58:19,0.0,0.26666666666666666,0.0,35.26666666666667,0.39999999999999986,1.622222222222222,1.2888888888888888,9.91111111111111,5.133333333333333
2023-12-21 17:59:19,0.0,6.888888888888888,0.0,31.977777777777774,0.04444444444444444,0.2222222222222222,1.1777777777777776,10.177777777777777,5.133333333333334
2023-12-21 18:00:19,0.0,0.13333333333333333,0.0,32.7111111111111,0.02222222222222222,0.0,1.2888888888888888,9.866666666666667,4.5555555555555545
2023-12-21 18:01:19,0.0,0.15555555555555553,0.0,21.999999999999993,0.1333333333333333,0.1333333333333333,2.0444444444444447,10.02222222222222,4.622222222222223
2023-12-21 18:02:19,0.0,0.2,0.0,12.599999999999998,0.04444444444444444,0.0,6.199999999999999,10.244444444444444,4.622222222222221
