,"{operation=""create""}","{operation=""get""}","{operation=""list""}","{operation=""listWithCount""}","{operation=""update""}"
2023-12-21 00:02:23,,0.02019999999999995,0.00495,0.022266666666666685,0.02196190476190473
2023-12-21 00:03:23,0.02338401628159043,0.022666666666666658,0.00495,0.021999999999999992,0.022995652173913052
2023-12-21 00:04:23,,0.022690909090909085,0.17600000000000018,0.021199999999999983,0.023758208955223886
2023-12-21 00:05:23,0.040157738095238246,0.04348333333333308,0.02446666666666667,0.0436249999999999,0.04068495934959375
2023-12-21 00:06:23,0.04295312500000009,0.040691304347826016,0.04825,0.024259999999999997,0.03648464912280708
2023-12-21 00:07:23,0.02576612903225755,0.02927343749999966,0.17300000000000004,0.04125000000000002,0.02478374060150376
2023-12-21 00:08:23,0.024798504983388706,0.03378731343283576,0.0241,0.15500000000000003,0.02492869710934227
2023-12-21 00:09:23,0.04233720930232571,0.03523924731182763,0.0236,0.16099999999999987,0.027976562499999462
2023-12-21 00:10:23,0.03730303030303023,0.032550847457627104,0.04775,0.03824999999999992,0.026829787234042966
2023-12-21 00:11:23,0.04309134615384615,0.04476351351351341,0.0236,0.08950000000000002,0.03360526315789484
2023-12-21 00:12:23,0.036178571428571046,0.03331944444444443,0.0236,1.7750000000000001,0.024697163120567377
2023-12-21 00:13:23,0.037805555555555564,0.04115853658536571,0.1849999999999999,0.07799999999999993,0.02854705882353018
2023-12-21 00:14:23,,0.02655769230769178,0.024600000000000004,0.024499999999999997,0.03549137931034477
2023-12-21 00:15:23,,0.024585651537335294,0.024600000000000004,0.09216666666666662,0.024861949956859364
2023-12-21 00:16:23,,0.024098206278026914,0.024533333333333334,0.02385714285714285,0.02467666666666668
2023-12-21 00:17:23,,0.02414739336492891,0.0236,0.08950000000000002,0.024531707317073173
2023-12-21 00:18:23,,0.02386666666666667,0.0049499999999999995,0.07750000000000001,0.06599999999999963
2023-12-21 00:19:23,,0.02386666666666667,0.02465,0.07950000000000013,0.024528078817733993
2023-12-21 00:20:23,,0.024880769230769227,0.024600000000000004,0.09316666666666672,0.02464133333333333
2023-12-21 00:21:23,,0.02357500000000001,0.02380000000000001,0.02429090909090909,0.024501818181818173
2023-12-21 00:22:23,,0.024261333333333333,0.02455,0.08850000000000004,0.02474242424242424
2023-12-21 00:23:23,,0.023816666666666667,0.189,0.0241,0.024429370629370627
2023-12-21 00:24:23,,0.024020689655172407,0.024499999999999997,0.02408000000000001,0.02466161137440758
2023-12-21 00:25:23,0.024371428571428575,0.023244444444444446,0.02446666666666667,0.09300000000000004,0.02457795275590552
2023-12-21 00:26:23,,0.02455131578947368,0.023999999999999997,0.08975000000000004,0.024532484076433124
2023-12-21 00:27:23,,0.023555555555555552,0.0236,0.024,0.024732231404958675
2023-12-21 00:28:23,,0.02385050505050505,0.024533333333333334,0.09216666666666662,0.02474545454545455
2023-12-21 00:29:23,,0.024042162162162165,0.178,0.024450000000000003,0.024768372093023256
2023-12-21 00:30:23,,0.024039999999999995,0.0049499999999999995,0.0925,0.024857142857142862
